id,text,label,split,source_url,topic_id,post_id,post_number,category,topic_title,annotation_note
odc_0053,"In the blog post for gpt-realtime there are primitive examples for how to incorporate image input and MCP. For each example, the blog post references the official documentation for more information. As of September 3, 2025 the links provided do not point anywhere and instead resolve to other links in the old documentation: MCP: [URL] resolves to [URL] Image input: [URL] resolves to [URL] Has anyone seen this new documentation, or know when it’s coming?",underspecified,test,https://community.openai.com/t/gpt-realtime-where-is-the-documentation-for-image-input-and-mcp/1356097/1,1356097,1828482,1,Documentation,Gpt-realtime: Where is the documentation for image input and MCP?,help/problem report without enough context
odc_0054,"maybe this is wrong place, i have since joined the discord and and waiting to be able to post there",opinion_or_request,validation,https://community.openai.com/t/tasking-chatgpt-with-collecting-product-urls-from-a-csv-bom/1380396/2,1380396,1894950,2,Prompting,Tasking ChatGPT with collecting product URLs from a CSV BOM,general discussion or product take
odc_0055,"Now that MCP Apps as a framework has matured and we see so many MCP Apps being published by all kinds of Publishers, I wanted to ask how does Chatgpt see the adoption of MCP Apps as crucial to the platform and the wider ecosystem. Asking since we have a number of Chatgpt Apps that our partners and users would love to use, but the biggest concern from everyone is that if the discovery of the apps is not native, very few users would go to the App Store of Chatgpt and manually search and add Apps (the Chatgpt Apps store is also not the most navigable, at least in its current form) I seem to remember reading somewhere that Chatgpt had mentioned that they will start promoting Apps in chat and there were a number of threads on this issue in the forum, but I could not find a concrete answer to this. If anyone from Chatgpt / Forum could guide us, it would be very helpful for us. We have a number",actionable,train,https://community.openai.com/t/in-chat-recommendation-of-mcp-apps/1382367/1,1382367,1901825,1,ChatGPT Apps SDK,In Chat Recommendation of MCP Apps,concrete technical details/code/error context
odc_0056,"I am running into the same issue - and I am sure all fields have been filled out. In my case, it is also a new draft of the same app, just making some small changes to the auth settings. Thanks!",underspecified,train,https://community.openai.com/t/chatgpt-app-submission-form-keeps-showing-this-is-a-required-field/1381013/2,1381013,1903400,2,ChatGPT Apps SDK,ChatGPT App Submission form keeps showing “This is a required field”,help/problem report without enough context
odc_0057,"What are you doing at OpenAI?? stop removing the best codex models.. bring 5.3 back !""",underspecified,train,https://community.openai.com/t/gpt-5-2-and-gpt-5-3-codex-have-been-sunset-in-codex-with-chatgpt-subscriptions/1382273/10,1382273,1901815,10,Codex,GPT-5.2 and GPT-5.3-Codex have been sunset in Codex with ChatGPT subscriptions,short question without enough supporting detail
odc_0058,image 753×581 19.8 KB I’m seeing “Context automatically compacted” extremely frequently in Codex. In many cases the agent only: Reads a few files Runs a few commands Makes a small code change Yet auto-compaction happens repeatedly.,actionable,train,https://community.openai.com/t/why-does-codex-trigger-context-automatically-compacted-so-frequently/1383513/1,1383513,1905936,1,Codex,"Why does Codex trigger ""Context automatically compacted"" so frequently?",concrete technical details/code/error context
odc_0059,"Okay i just wanted to start a discussion here.. because all of the sudden after using it for a while. I asked GPT to format my long curtailed information into a Guide Book for my use. Canvas is the only way to properly do this. But when i ask if Canvas is available it gives me the title as an answer. Inexplicably not available for over a week now. Anyone else not able to use Canvas on GPT in March 2025? ""You currently can’t format this content into a Guide Book because the Canvas tool —which allows us to collaboratively create, format, and export documents (like PDFs)—is temporarily disabled . This isn’t specific to your account or model; it’s a temporary tool-wide status that occasionally happens during maintenance or updates by OpenAI. Until Canvas is re-enabled, we’re limited to generating text-based responses within chat rather than fully exportable documents.""",actionable,train,https://community.openai.com/t/canvas-is-currently-disabled-across-all-models-including-gpt-4-5-and-isnt-available-for-use-at-this-time/1156855/1,1156855,1570009,1,ChatGPT developer tools,"""Canvas is currently disabled across all models, including GPT-4.5, and isn't available for use at this time.""",some concrete technical context
odc_0060,"It’s been 6 years now of programming since we started on this Ai adventure of trying to bring our own version of what we think Ai should have been. Still happy plugging away programming all day to show off my achievements. Understand this start of this blog is but the beginning of 6 years back to trace through time the versions of the system and as you read down the end is where the current system progress is. Understand we are now long past the 2k-16k models and now paying in full 128k+ model with more than 26+ full ai’s working with in Kruel.ai So enjoy the ride of the evolution of kruel.ai Kruel.ai 5.0 is the start of a full featured ai companion. It has a persona system for configuring the ai core system from giving it a name, how it behaves along with a job or backstory depending on how you use it. It has Long term memory system designed to capture everything you need from your disc",actionable,train,https://community.openai.com/t/kruel-ai-kv2-0-kx-experimental-research-to-current-8-2-api-companion-co-pilot-system-with-full-modality-understanding-with-persistent-memory/674592/1,674592,920249,1,Community,"Kruel.ai KV2.0 - KX (experimental research) to current 8.2- Api companion co-pilot system with full modality , understanding with persistent memory",concrete technical details/code/error context
odc_0061,"I have already reached out to support regarding this issue but wanted to know if anyone else is experiencing this issue. On our platform org we have 10s of projects, most with individual budget limits. We have always accepts these as hard limits as described in the documentation . However today we have observed that the LIMIT value for all projects on our org level project page is now displayed as “-” irrespective of if we have set a project level limit. Having confirmed on a test project with a budget set to $1, I have been able to exceed the project budget limit of $1 for the project. A warning email is sent, but I can continue to make API calls without restriction. In addition, from a org reader account, and project owner, I have been able to modify the project level limit despite the highlight at the top of the page You do not have permission to edit these settings Only members of yo",actionable,train,https://community.openai.com/t/project-limits-not-being-respected/1300634/1,1300634,1751619,1,API,Project limits not being respected,concrete technical details/code/error context
odc_0062,"There is no specific landing for “settings” The destination is either your user account profile: [URL] Or the cookied or default organization: [URL] With a correct link to a path requiring authorization, perhaps redirection after any required login will then work for you.",opinion_or_request,validation,https://community.openai.com/t/ui-ux-how-to-navigate-from-openai-docs-page-to-settings-page/1370006/2,1370006,1863037,2,Documentation,UI/UX: How to navigate from OpenAI docs page to settings page?,"general preference, reaction, or request"
odc_0063,"At last, it is done. Everything has been published, and I can say with confidence: the evening was well worth it. My heartfelt thanks go to the entire development team, and to everyone who makes this system possible and keeps it running. Through your work, ideas are brought to light, thoughts become tangible, and possibilities are made real. That is no small thing. You have my deepest respect, and my warmest regards. Kai Uwe [JuCo] Translated by AI So Geschafft Alles veröffentlicht und ich kann sagen: Der Abend hat sich gelohnt. Ein großes Dankeschön an das gesamte Entwicklerteam und an alle, die dieses System möglich machen und am Laufen halten. Durch eure Arbeit werden Ideen sichtbar, Gedanken greifbar und Möglichkeiten real. Das ist nicht selbstverständlich. Respekt dafür und herzliche Grüße Kai Uwe JuCo",opinion_or_request,train,https://community.openai.com/t/gruss-an-das-entwicklerteam/1378052/1,1378052,1885998,1,Community,Gruss an das entwicklerteam,general discussion or product take
odc_0064,I have opened this topic so everyone who wants to say something about their ethical concerns can do that here and doesn’t have to spam the technical discussions with it so we can stay focussed on the actual topic. I think ethics are way to important to become a side note in another topic. There is only one rule if you want to post here. if you want to copy your chatgpt generated stuff then use the “Hide Detail” Screenshot from 2025-02-13 03-42-36 214×227 8.39 KB functionality. like so: click me here is the long enumerated list of stuff that Chatgpt told me should be concidered as an ethical concern.. number one!! number two!!! But if you could avoid using ChatGPT for this it would be highly appreciated!,actionable,train,https://community.openai.com/t/ethics-of-ai-put-your-ethical-concerns-here/1119333/1,1119333,1513035,1,Community,Ethics of AI - Put your ethical concerns here,concrete technical details/code/error context
odc_0065,"I understand your concerns regarding the account deactivation process. If you've previously created a support ticket regarding this issue, could you please share the ticket number here? I'll take a closer look at the account and review the case further. ~ Smith",underspecified,train,https://community.openai.com/t/account-deactivated-appeal-rejected-without-explanation-consistency-question/1382984/7,1382984,1904366,7,Community,Account Deactivated – Appeal Rejected Without Explanation (Consistency Question),help/problem report without enough context
odc_0066,"Thanks for taking the time to reply. (This reset may feel like a benefit for heavy users before the reset date, but not for those of us who were planning our usage around the remaining quota.)",opinion_or_request,train,https://community.openai.com/t/questions-about-an-unexpected-codex-usage-reset-and-new-quota-period/1382610/3,1382610,1902628,3,Codex,Questions about an unexpected Codex usage reset and new quota period,general discussion or product take
odc_0067,"Absolutely, seconded . I came here to report this problem. Ballad’s voice on v1 was very enthustiastic - possibly a little too enthusiastic - but very reliable. On v1.5 it became much more calm and an upgrade on v1, but reliability became an issue. Sometimes ballad’s voice breaks, he will suddenly pitch up or even sound female. Sometimes he can be all over the place. v2 the problem persists. We are a British firm and all the other voices are American accents so Ballad is our preference but we have switched to Marin as default for now.",underspecified,train,https://community.openai.com/t/ballad-voice-inconsistent-tone-personality-changes-in-realtime-api-mini-anyone-else/1382384/2,1382384,1904830,2,API,Ballad voice inconsistent tone/personality changes in Realtime API (mini) — anyone else?,help/problem report without enough context
odc_0068,"So I used the above repo to build a skill I needed from cloned base with a prompt: # Intake research phase I need a skill to boost AI agent efficiency while working with my IDE: PHPStorm. It has a native MCP server that is often more efficient than default agents tools available in terminal. Before building the skill (bootstrapping), I want you to test the MCP server’s functionality and compare it with terminal tools to understand the potential efficiency gains and document everything as the input for the skill development. Tasks IMPORTANT: do not start the skill build phase until you have completed the testing and documentation of the MCP server’s functionality and efficiency compared to terminal tools! Could you install the MCP server from the .intake/.mcp.json file and then create a simple sample php app (inside .intake/app/ folder - choose the app purpose at your liking) for testing ",actionable,train,https://community.openai.com/t/template-for-scalable-agent-skill-creation-looking-for-feedback/1379825/2,1379825,1893168,2,Community,Template for Scalable Agent Skill Creation (Looking for Feedback),concrete technical details/code/error context
odc_0069,Oh man the “iteration prison” part is so true I tried to vibe code a Letter Boxed game (the NYT word puzzle) and it started fine but then so many bugs kept popping up and every fix just created new problems. It was exhausting. Did Codex Ask help you actually understand what was going wrong or did it just give you the answer? Like would it work for game logic stuff too or is it more for API type problems?,underspecified,validation,https://community.openai.com/t/vibe-coding-tip-for-coding-novices-like-me-use-the-codex-ask-button-to-understand-your-code/1307386/2,1307386,1902319,2,Codex,Vibe Coding Tip for Coding Novices Like Me: Use the Codex Ask Button to Understand Your Code,help/problem report without enough context
odc_0070,Create draft is the way to go. It will look like this Screenshot 2026-05-19 at 8.49.51 PM 1124×348 13.3 KB,actionable,validation,https://community.openai.com/t/how-to-submit-a-new-version-of-your-app/1381306/2,1381306,1898243,2,ChatGPT Apps SDK,How to Submit a New Version of Your App,concrete technical details/code/error context
odc_0071,"My plus account also encountered a similar problem. Two small questions, very mild workload, and the whole 5h limit is gone. Seems something changed on the codex backend.",underspecified,train,https://community.openai.com/t/unexpected-codex-5h-quota-exhaustion-on-pro-5x-gpt-5-3-codex-spark-context-window-failure/1383015/2,1383015,1904338,2,Codex,Unexpected Codex 5h Quota Exhaustion on Pro 5X + GPT-5.3 Codex Spark Context Window Failure,help/problem report without enough context
odc_0072,"Hi OpenAI team, I want to suggest a Codex UX improvement for users who manage complex, long-running projects with many related chats. Right now, project chats appear to be organized mostly by recent activity or internal sorting logic. That is useful in some situations, but it does not always match the real structure of a project. Many projects are not flat lists of conversations. They have phases, dependencies, categories, and a natural order. For these cases, Codex should support manual drag-and-drop ordering of chats inside projects, preferably through an “Edit layout” or “Edit project” mode. Suggested feature: Inside a Codex project, users should be able to: Drag and drop chats into a custom order. Create visual sections. Move chats between sections. Mark one chat as the project index or home chat. Keep important/index chats at the top of the project. Collapse and expand sections. Sav",opinion_or_request,train,https://community.openai.com/t/feature-request-manual-drag-and-drop-ordering-of-chats-inside-codex-projects/1383830/1,1383830,1907190,1,Codex,Feature request: Manual drag-and-drop ordering of chats inside Codex projects,mainly product feedback or feature/pricing request
odc_0073,"I have 3 buckets of memory in the system I’m building. Short-term/working memory, mid-term memory, and long-term memory. In organic brains we write the days memories to long-term memory but they’re not fully committed yet. When we sleep we riffle through all of the days memories and select which memories we want to fully commit to long-term memory and which memories we want to forget. Selectively forgetting memories is key otherwise our brains would be cluttered with billions of irrelevant memories. In my system I use mid-term memory to temporarily hold the days memories and I’m working on an artificial sleep cycle to perform the consolidation step. Knowing which memories are worth keeping is the tricky bit so just wondering if you’re doing anything interesting here",opinion_or_request,train,https://community.openai.com/t/kruel-ai-kv2-0-kx-experimental-research-to-current-8-2-api-companion-co-pilot-system-with-full-modality-understanding-with-persistent-memory/674592/3,674592,920416,3,Community,"Kruel.ai KV2.0 - KX (experimental research) to current 8.2- Api companion co-pilot system with full modality , understanding with persistent memory","general preference, reaction, or request"
odc_0074,"Hello, there. I am trying to use the conversation state feature that come with the new response API. There is something I don’t understand in the doc Response objects are saved for 30 days by default. They can be viewed in the dashboard logs page or retrieved via the API. You can disable this behavior by setting store to false when creating a Response. Conversation objects and items in them are not subject to the 30 day TTL. Any response attached to a conversation will have its items persisted with no 30 day TTL. OpenAI does not use data sent via API to train our models without your explicit consent— learn more . Maybe because I am not english native, but can someone explain me the part about response object. I am confusing whether setting `store = False` will keep the response object forever. For example in the code below from openai import OpenAI client = OpenAI() response = client.res",actionable,train,https://community.openai.com/t/data-retention-for-model-response-need-clarification/1355501/1,1355501,1827162,1,Documentation,Data retention for model response - need clarification,concrete technical details/code/error context
odc_0075,"Systems prompts are not like texts. Instead it is like raising a child. Do not extend the prompts to long on each Project. Then give the prompt a code word for start of new chat but to continue building your project. Give your chat from time to time dowloads of psychology, philosophy, and clean humor(Jokes) and give it a name creating persona. Good Luck",actionable,train,https://community.openai.com/t/do-system-prompts-really-make-a-big-difference/1370646/2,1370646,1864871,2,Prompting,Do System Prompts Really Make a Big Difference?,concrete technical details/code/error context
odc_0076,"Thanks for the suggestion. I will do that. But the API is not behaving in line with the docs, so feels like they need updating too",opinion_or_request,train,https://community.openai.com/t/chat-completions-always-stored/1293717/5,1293717,1742548,5,Documentation,Chat completions always stored,general discussion or product take
odc_0077,"I am a relatively new GPT user( 2-3 months) I am trying to leverage the power of ChatGPT to do the following: Receive and parse a CSV BOM(could also be XLSX instead) - this could be small to medium qty of BOM items, ranging from 10 items to 900, and retrieve the Product URLs & Specifications/Datasheet URLs if available. The CSV BOM will have these columns: Quantity Manufacturer Description Product URL (to be enriched via GPT) Specifications URL (Optional - to be enriched via GPT - could be the same as the Product URL) Datasheet URL (Optional - to be enriched via GPT) Required process flow: review file name for hygiene 2)aggregate the BOM items to Unique Product IDs with QTY sum group BOM items by manufacturer for each manufacturer, process the BOM by unique Product IDs a) confirm part number in BOM via searching to find authoritative product page (complicated by the fact that some differ",actionable,train,https://community.openai.com/t/tasking-chatgpt-with-collecting-product-urls-from-a-csv-bom/1380396/1,1380396,1894946,1,Prompting,Tasking ChatGPT with collecting product URLs from a CSV BOM,concrete technical details/code/error context
odc_0078,"Good thing I said “next to come” and not “soon to come…” Responses API - Request shape In sync with OpenAPI specification Jan 9 2025 - Python v2.15.0 POST [URL] Parameters (JSON body): model: string # required [model ID] input: string | array # required [text, or a list of input items] ├▸ (string): string # [equivalent to a single user text message] └▸ (array): InputItem[] # [multi-part / multi-turn inputs] ├▸ message (EasyInputMessage): object │ ├▸ type: ""message"" # required │ ├▸ role: ""user"" | ""assistant"" | ""system"" | ""developer"" # required │ └▸ content: string | InputContent[] # required │ ├▸ (string): string # [plain text] │ └▸ (array): InputContent[] │ ├▸ input_text: object │ │ ├▸ type: ""input_text"" # required │ │ └▸ text: string # required │ ├▸ input_image: object │ │ ├▸ type: ""input_image"" # required │ │ ├▸ detail: ""low"" | ""high"" | ""auto"" # required (default: auto) │ │ ├▸ image_ur",actionable,train,https://community.openai.com/t/responses-api-streaming-the-simple-guide-to-events/1363122/2,1363122,1869572,2,Documentation,"Responses API streaming - the simple guide to ""events""",specific implementation or diagnostic details
odc_0079,"I have an assistant configured with function calls (tools) . The system instruction does not explicitly mention function calling . Observed behavior: When using gpt-4.0 , the model correctly detects and invokes the configured function calls and fetches the data as expected. When switching to gpt-4.1 or gpt-4.1-2025-04-24 , the model does not invoke any functions , even though the same tools are available and the prompt remains unchanged. Question / clarification needed: Is explicit instruction required in the system prompt for GPT-4.1 models to enable or trigger function calling? Did the tool-calling behavior change between GPT-4.0 and GPT-4.1? Are there additional parameters or flags required for GPT-4.1 to allow automatic function invocation? Expectation: The model should consistently detect and call available functions when relevant, regardless of minor model version changes, or this ",actionable,train,https://community.openai.com/t/issue-function-calls-work-in-gpt-4-0-but-not-in-gpt-4-1-gpt-4-1-2025-04-24/1369301/1,1369301,1860862,1,Prompting,Issue: Function calls work in GPT-4.0 but not in GPT-4.1 / GPT-4.1-2025-04-24,specific implementation or diagnostic details
odc_0080,"Hi everyone, I’m trying to build an AI agent that can draw, arrange, and manipulate objects on a canvas from natural language prompts. My current approach is roughly this: The canvas is rendered from a JSON file, which acts as the source of truth. The agent uses tools to read and update that JSON. The frontend then renders the updated JSON onto the canvas. I was exploring something like the open ai Agent SDK / tool-use approach, where the model does not directly control the canvas UI, but instead calls tools that modify the underlying state. The issue is that it is not working or feeling the way I expected. One thing I am unsure about is whether the agent actually has enough understanding of the canvas itself. The user sees a visual canvas, but the agent mainly sees tool outputs and the JSON state. So I’m not sure if the “visual understanding” of the canvas is really reaching the agent i",actionable,train,https://community.openai.com/t/how-should-i-architect-an-ai-agent-that-edits-a-visual-canvas-through-tools-json-state/1382929/1,1382929,1903847,1,Community,How should I architect an AI agent that edits a visual canvas through tools / JSON state?,concrete technical details/code/error context
odc_0081,"Thanks for flagging this! We have seen intermittent checkout failures where the UI shows a generic “payment processing” error even though the card itself is fine. This can happen for a few reasons, for example a temporary payment processor block, a required bank verification step that did not complete, or a transient billing state on the account. In some cases, retrying later succeeds without any account changes. From what I can see on our side, your recent payments have now gone through successfully, so you should no longer be blocked from purchasing credits! If you are still seeing errors, feel free to contact Support ([EMAIL]) and share the approximate time of the failure, your billing currency, and what browser you were using. From there, we can look up the exact payment failure reason and advise on next steps.",actionable,validation,https://community.openai.com/t/unable-to-buy-more-credits-why/1367118/6,1367118,1859779,6,Codex,Unable to buy more credits. Why?,concrete technical details/code/error context
odc_0082,"Thanks. I checked those. Both machines are running the latest Codex app I can see: 26.609.41114 , released Jun 12 2026. Both are signed into the same ChatGPT account/workspace. The Mac Studio is awake, online, running Codex, and remote access is enabled. iPhone → Mac Studio works. Laptop → Mac Studio appears to connect in Settings. The issue is more specific: On the laptop, Settings shows Mac-Studio.mynet with a green connected dot, and I can view Mac Studio-specific settings. So the remote connection seems to work inside Settings. But when I click Back to app , new chats still run locally on the laptop, not on the Mac Studio. I tested by selecting Mac-Studio.mynet , going Back to app, starting a new chat, and asking Codex to run: hostname sw_vers pwd It returned: Brians-Air.mynet ProductName: macOS ProductVersion: 12.7.6 BuildVersion: 21H1320 So despite the Mac Studio being selected in ",underspecified,train,https://community.openai.com/t/codex-remote-from-different-machine/1383790/3,1383790,1907064,3,Codex,Codex remote from different machine,help/problem report without enough context
odc_0083,"Thx mate, I’d appreciate a share or two - Or if you want to recap our previous discussion, I’d love to do another talk with you",opinion_or_request,train,https://community.openai.com/t/ast-compiler-based-upon-fine-tuning-gpt-4-1-mini/1377483/3,1377483,1884772,3,Community,"AST ""compiler"" based upon fine tuning GPT-4.1-mini","general preference, reaction, or request"
odc_0084,"From idea to working product in a few weeks. I built an AI-native email layer that doesn’t just filter — it decides. OpenMail analyzes intent, manipulation patterns, and risk signals before the user even reads the message. What makes it different: No tracking No data collection Real-time intent detection Live demo: openmail-demo (dot) vercel (dot) app I’d love feedback from people working on: AI interfaces trust & safety human-AI decision systems Curious what you think — especially where this could break.",actionable,test,https://community.openai.com/t/openai-and-the-reinvention-of-email/1367724/3,1367724,1890275,3,ChatGPT developer tools,OpenAI and the reinvention of email,concrete technical details/code/error context
odc_0085,"After reviewing the Google I/O 2026 announcements, one analysis from GeekyAnts caught my attention because it focused less on individual features and more on how the entire mobile development workflow is changing. The interesting shift isn’t AI code generation anymore. It’s AI helping with prototyping, testing, debugging, and developer workflows from end to end. I’m curious what the OpenAI community thinks: Are AI-powered development workflows actually improving productivity? Which tools have become part of your daily stack? What mobile development tasks still need significant human oversight?",actionable,test,https://community.openai.com/t/are-ai-native-mobile-development-workflows-finally-here/1384350/1,1384350,1909567,1,Community,Are AI-native mobile development workflows finally here?,concrete technical details/code/error context
odc_0086,"Hi everyone, I’m working on a personal project - building a conversational chatbot that solves user queries using tools hosted on a remote MCP (Model Context Protocol) server . I could really use some advice or suggestions on improving the agent architecture for better accuracy and efficiency . Project Overview The MCP server hosts a set of tools (essentially APIs) that my chatbot can invoke. Each tool is independent , but in many scenarios, the output of one tool becomes the input to another . The chatbot should handle: Simple queries requiring a single tool call. Complex queries requiring multiple tools invoked in the right order . Ambiguous queries , where it must ask clarifying questions before proceeding. What I’ve Tried So Far 1. Simple ReAct Agent A basic loop: tool selection → tool call → final text response. Worked fine for single-tool queries. Failed/ Hallucinates tool inputs f",actionable,train,https://community.openai.com/t/best-agent-architecture-for-conversational-chatbot-using-remote-mcp-tools/1365816/1,1365816,1851797,1,Open Models,Best Agent Architecture for Conversational Chatbot Using Remote MCP Tools,concrete technical details/code/error context
odc_0087,"Yeah.. I’ll keep waiting, with my empty weekly usage for that rollout which somehow still hasn’t reached me?",underspecified,train,https://community.openai.com/t/flexible-rate-limit-resets-for-codex-and-a-method-to-get-a-reset/1383470/16,1383470,1906584,16,Codex,Flexible Rate Limit Resets for Codex and a method to get a Reset,short question without enough supporting detail
odc_0088,"Hi [USER] , I’d use the newer realtime prompting guide as a starting point for gpt-realtime-mini , but not assume it transfers perfectly. gpt-realtime-mini seems optimized for cost and latency, while the newer guide focuses on realtime-agent structure: clear roles, tool rules, confirmations, interruptions and concise responses. So I’d: use the newer guide’s structure keep prompts shorter for mini test tool-calling and interruption behavior separately",actionable,validation,https://community.openai.com/t/prompting-guide-gpt-real-time-mini/1381758/2,1381758,1899778,2,Prompting,Prompting Guide - GPT real time mini,specific implementation or diagnostic details
odc_0089,"I’m new to using AI for my small business and want to learn more. Can you recommend any easy-to-understand books or resources that show how to actually use AI in small companies? I’m after practical tips, best ways to do things, and stories about how AI has been used by real small businesses. I want to go beyond the basics and really understand how to make AI work for my business.",opinion_or_request,train,https://community.openai.com/t/best-book-to-start-learning-openai/549177/1,549177,737771,1,Documentation,best book to start learning openai,"general preference, reaction, or request"
odc_0090,"Vector Store file attachments are failing since last night when multiple files are attached together. When a single file is attached, there’s no issue with the process.",underspecified,train,https://community.openai.com/t/vector-file-store-issue-when-multiple-files-are-attached/1382555/1,1382555,1902346,1,API,Vector File store issue when multiple files are attached,help/problem report without enough context
odc_0091,After limit is expired . I observed more and Context automatically … is conceptually and architecturally is incorrect. I know what I am talking about. Main concern it interrupting agent in middle of modification or thought process. Then only point is not clear how it impact credits and limits,actionable,validation,https://community.openai.com/t/is-codex-production-ready/1384224/2,1384224,1909163,2,Codex,Is codex production ready?,some concrete technical context
odc_0092,"luto: The problem is simple that of finding which tiles are missing from a Scarabeo game, and grouping them by letter. Here is the photograph i gave as input. This is my model answer image 812×603 25.3 KB image 783×521 25.1 KB",actionable,validation,https://community.openai.com/t/yet-another-unsolvable-problem-for-llm-please-help-with-a-proper-prompt/1370182/4,1370182,1863792,4,Prompting,Yet another unsolvable problem for LLM ? Please help with a proper prompt,concrete technical details/code/error context
odc_0093,I was using Assistants API before in my projects and I was thinking of switching to using the Agents SDK. As I was looking into how to use the Runner I have realised that the concept is different from how you run a thread in Assistants API. Is there a thread also in the Runner or do I have to supply the previous messages to the Runner myself through the context property? I can’t seem to find an example. Or am I wrong in using the Agents SDK for a continuous conversation?,actionable,train,https://community.openai.com/t/does-the-agents-sdk-have-threads/1236079/1,1236079,1657777,1,Documentation,Does the Agents SDK have threads?,concrete technical details/code/error context
odc_0094,see github ussue - …./openai/openai-agents-python/issues/1519 Downgrade openai to 1.99.9; it’s related to recent changes (shipped ~2h ago) that will require changes to the agents package. This resolved the issue.,underspecified,validation,https://community.openai.com/t/mcp-powered-agentic-voice-framework-not-working/1350519/2,1350519,1819164,2,Documentation,MCP‑Powered Agentic Voice Framework (NOT Working),help/problem report without enough context
odc_0095,"Thanks for sharing this, [USER] I can see why this feels like a regression for long-term workflows. Writing Blocks are useful for quick edits, but they don't fully replace what Canvas provided: persistent, editable documents with version history and easy access from a chat. The feedback around document naming, persistence, exports, cross-platform consistency, and project workflows is valuable. I'll make sure this is forwarded to the team. -Mark G.",actionable,test,https://community.openai.com/t/chatgpt-workflow-feedback-canvas-projects-library-and-app-consistency/1383298/2,1383298,1905619,2,ChatGPT developer tools,"ChatGPT workflow feedback: Canvas, Projects, Library, and app consistency",concrete technical details/code/error context
odc_0096,"Hi everyone, I have two OpenAI accounts (Account A with Email A, Account B with Email B), and I’m trying to swap their email bindings using a third intermediary email (Email C) as a temporary placeholder. The intended steps would be: Change Account A: Email A → Email C Change Account B: Email B → Email A Change Account A: Email C → Email B I noticed the official help page says “you cannot use your previous email address to create a new account” , but I’m wondering: Does this restriction apply to binding a released email to an already existing account as well? Has anyone successfully completed a similar email swap between two existing accounts? Is there any official statement on how long (if ever) it takes for a previously used email to become available again? Any insights from the community or OpenAI staff would be greatly appreciated!",actionable,train,https://community.openai.com/t/can-a-released-email-address-be-re-bound-to-a-different-existing-account/1378353/1,1378353,1887138,1,Community,Can a released email address be re-bound to a different existing account?,concrete technical details/code/error context
odc_0097,"Is it just me, or when we call sendFollowUpMessage with an instruction to make a tool call / show a widget, the UI crashes? If we copy the exact same prompt and submit it via the chat ui, it works Screenshot 2026-05-06 at 10.28.43 AM 1672×270 14 KB",actionable,train,https://community.openai.com/t/sendfollowupmessage-crashes-when-model-is-asked-to-make-a-tool-call/1380364/1,1380364,1894872,1,ChatGPT Apps SDK,sendFollowUpMessage crashes when model is asked to make a tool call,concrete technical details/code/error context
odc_0098,"Often I’d be able to start writing a prompt (or generate one). The result ends up being a mix of some inaccurate tool calls, a little bit too wordy there, ignoring an instruction to bold letters. Since I don’t know why that happens, I’m mostly making uncalculated guesses at which parts to change. Has anyone come up with a structured method of diagnosing prompts into broad categories ? I was wondering if there are tell tale signs of certain mistakes, for eg not specifying a full “tool_name” may cause a model to consistently make incorrect choices. By knowing what’s wrong, we could narrow down some prompting techniques to see if it solves the problem. For eg a category of instruction ignoring, one could use either a system prompt for higher priority, or applying markdown to make rules distinct. -A junior dev",underspecified,train,https://community.openai.com/t/framework-thought-process-of-diagnosing-prompt-issues/1375261/1,1375261,1878295,1,Prompting,Framework/Thought Process of Diagnosing Prompt Issues,help/problem report without enough context
odc_0099,"My project is finally live! It was 95% built with Codex since 5.1, with Copilot and Claude stepping in for the final 5% during occasional downtimes (usage burned out). airygen.com Airygen SEO – WordPress SEO Plugin for Faster Rankings A WordPress SEO plugin that optimizes on-page SEO, structured data, social cards, sitemaps, and internal linking with AI assistance. I’ve documented my entire journey and insights below. Hope you find it useful! x.com Terry L. [USER] x.com/i/article/2035… 8:35 PM - 21 Mar 2026",opinion_or_request,train,https://community.openai.com/t/thank-you-oh-my-codex-i-launched-my-project-yesterday-and-it-was-95-made-by-codex/1377452/1,1377452,1884028,1,Community,"Thank you! Oh my Codex. I launched my project yesterday, and it was 95% made by Codex","general preference, reaction, or request"
odc_0100,"Hi, did you ever get this resolved? I’m having a similar issue where a released email address can receive and verify the code, but the final email change fails with “Something went wrong. Please try again later.” Were you eventually able to bind that email to another account?",underspecified,train,https://community.openai.com/t/can-a-released-email-address-be-re-bound-to-a-different-existing-account/1378353/2,1378353,1901848,2,Community,Can a released email address be re-bound to a different existing account?,help/problem report without enough context
odc_0101,"Hey, that’s great that you want to learn about how AI actually works for small businesses. Here are some good books for learning how to use AI in small businesses. Hope you like it. 1. AI for Small Business by Phil Pallen 2. AI for Small Business: Leveraging Automation to Stay Ahead by Satish Sharma 3. The AI Advantage: How to Put the Artificial Intelligence Revolution to Work by Thomas H. Davenport. 4. ASAP: AI in SMB by Bill Furlong 5. Artificial Intelligence for Business by Doug Rose. Hope this helps you, and all the best.",underspecified,train,https://community.openai.com/t/best-book-to-start-learning-openai/549177/4,549177,1851598,4,Documentation,best book to start learning openai,help/problem report without enough context
